GeoID,Year,PM2.5,AsthmaRate,RespiratoryRate
303.0,2012,11.4,241.3,22.2
303.0,2012,11.4,129.6,22.2
303.0,2012,9.7,241.3,22.2
303.0,2012,9.7,129.6,22.2
305.0,2012,11.1,24.4,8.4
305.0,2012,11.1,8.0,8.4
303.0,2017,10.1,90.0,10.0
303.0,2017,10.1,160.0,10.0
205.0,2009,10.6,51.3,12.5
205.0,2009,10.6,35.0,12.5
103.0,2017,7.5,112.0,11.0
103.0,2017,7.5,49.0,11.0
203.0,2012,8.8,164.8,14.1
203.0,2012,8.8,91.2,14.1
104.0,2012,8.7,58.8,13.9
104.0,2012,8.7,133.9,13.9
204.0,2009,10.8,85.0,13.9
204.0,2009,10.8,153.2,13.9
204.0,2015,8.7,71.4,13.2
204.0,2015,8.7,118.4,13.2
203.0,2015,8.9,124.6,12.4
203.0,2015,8.9,68.1,12.4
303.0,2012,12.0,241.3,22.2
303.0,2012,12.0,129.6,22.2
204.0,2015,9.5,71.4,13.2
204.0,2015,9.5,118.4,13.2
104.0,2012,10.5,58.8,13.9
104.0,2012,10.5,133.9,13.9
104.0,2009,9.7,121.9,19.7
104.0,2009,9.7,57.5,19.7
304.0,2012,11.4,63.9,10.2
304.0,2012,11.4,23.5,10.2
204.0,2015,7.8,71.4,13.2
204.0,2015,7.8,118.4,13.2
106.0,2015,8.7,98.1,25.8
106.0,2015,8.7,188.6,25.8
309.0,2017,9.6,29.0,7.0
309.0,2017,9.6,90.0,7.0
206.0,2017,8.4,10.0,6.0
206.0,2017,8.4,14.0,6.0
206.0,2015,7.5,9.3,8.8
206.0,2015,7.5,15.8,8.8
209.0,2017,8.5,14.0,6.0
209.0,2017,8.5,8.0,6.0
410.0,2017,7.7,33.0,10.0
410.0,2017,7.7,46.0,10.0
210.0,2017,8.2,30.0,10.0
210.0,2017,8.2,18.0,10.0
210.0,2009,10.4,35.1,15.4
210.0,2009,10.4,19.8,15.4
210.0,2012,8.7,29.4,13.7
210.0,2012,8.7,17.9,13.7
310.0,2017,7.3,18.0,4.0
310.0,2017,7.3,33.0,4.0
209.0,2009,9.5,20.7,10.4
209.0,2009,9.5,11.3,10.4
409.0,2009,8.9,27.4,10.0
409.0,2009,8.9,70.5,10.0
3.0,2009,11.6,144.3,12.6
3.0,2009,11.6,45.7,12.6
309.0,2009,10.9,151.9,15.5
309.0,2009,10.9,45.5,15.5
3.0,2009,12.0,144.3,12.6
3.0,2009,12.0,45.7,12.6
210.0,2017,9.2,30.0,10.0
210.0,2017,9.2,18.0,10.0
210.0,2012,10.3,29.4,13.7
210.0,2012,10.3,17.9,13.7
210.0,2009,9.5,35.1,15.4
210.0,2009,9.5,19.8,15.4
210.0,2017,8.0,30.0,10.0
210.0,2017,8.0,18.0,10.0
302.0,2009,10.6,291.1,18.8
302.0,2009,10.6,137.0,18.8
401.0,2017,9.5,42.0,5.0
401.0,2017,9.5,16.0,5.0
210.0,2009,9.1,35.1,15.4
210.0,2009,9.1,19.8,15.4
211.0,2015,8.7,107.9,11.0
211.0,2015,8.7,67.3,11.0
211.0,2012,11.0,97.2,15.9
211.0,2012,11.0,165.3,15.9
209.0,2015,7.7,16.8,8.9
209.0,2015,7.7,8.5,8.9
211.0,2015,9.4,107.9,11.0
211.0,2015,9.4,67.3,11.0
209.0,2017,8.1,14.0,6.0
209.0,2017,8.1,8.0,6.0
210.0,2012,10.3,29.4,13.7
210.0,2012,10.3,17.9,13.7
209.0,2015,8.1,16.8,8.9
209.0,2015,8.1,8.5,8.9
209.0,2012,8.2,18.1,8.9
209.0,2012,8.2,10.4,8.9
211.0,2009,11.5,184.6,18.2
211.0,2009,11.5,106.8,18.2
209.0,2009,10.6,20.7,10.4
209.0,2009,10.6,11.3,10.4
209.0,2015,9.0,16.8,8.9
209.0,2015,9.0,8.5,8.9
211.0,2009,10.3,184.6,18.2
211.0,2009,10.3,106.8,18.2
211.0,2015,10.2,107.9,11.0
211.0,2015,10.2,67.3,11.0
209.0,2012,9.9,18.1,8.9
209.0,2012,9.9,10.4,8.9
501.0,2017,8.2,44.0,10.0
501.0,2017,8.2,58.0,10.0
101.0,2015,7.5,25.8,14.8
101.0,2015,7.5,65.8,14.8
107.0,2009,9.7,138.1,30.2
107.0,2009,9.7,251.3,30.2
207.0,2012,8.6,49.9,10.6
207.0,2012,8.6,102.4,10.6
207.0,2009,10.8,115.8,10.5
207.0,2009,10.8,57.9,10.5
207.0,2017,7.4,37.0,6.0
207.0,2017,7.4,75.0,6.0
1.0,2009,10.7,67.0,20.6
1.0,2009,10.7,67.0,14.1
1.0,2009,10.7,128.2,20.6
1.0,2009,10.7,128.2,14.1
1.0,2009,10.7,106.8,20.6
1.0,2009,10.7,106.8,14.1
1.0,2009,10.7,45.1,20.6
1.0,2009,10.7,45.1,14.1
107.0,2015,9.6,104.6,26.5
107.0,2015,9.6,194.7,26.5
2.0,2015,8.7,34.9,10.5
2.0,2015,8.7,62.5,10.5
207.0,2015,8.6,41.9,9.7
207.0,2015,8.6,84.2,9.7
304.0,2017,8.8,40.0,5.0
304.0,2017,8.8,18.0,5.0
203.0,2015,8.4,124.6,12.4
203.0,2015,8.4,68.1,12.4
404.0,2017,8.2,10.0,2.0
404.0,2017,8.2,2.0,2.0
306.0,2012,13.3,28.5,9.4
306.0,2012,13.3,75.6,9.4
302.0,2009,11.5,291.1,18.8
302.0,2009,11.5,137.0,18.8
306.0,2009,13.2,88.6,9.0
306.0,2009,13.2,25.3,9.0
302.0,2015,10.0,193.1,14.9
302.0,2015,10.0,95.1,14.9
306.0,2012,14.3,28.5,9.4
306.0,2012,14.3,75.6,9.4
302.0,2017,7.9,138.0,8.0
302.0,2017,7.9,75.0,8.0
306.0,2009,14.3,88.6,9.0
306.0,2009,14.3,25.3,9.0
306.0,2012,12.4,28.5,9.4
306.0,2012,12.4,75.6,9.4
301.0,2015,9.9,81.6,10.3
301.0,2015,9.9,32.9,10.3
301.0,2012,9.5,111.6,10.5
301.0,2012,9.5,40.4,10.5
410.0,2009,9.5,47.8,18.8
410.0,2009,9.5,111.8,18.8
410.0,2017,8.3,33.0,10.0
410.0,2017,8.3,46.0,10.0
3.0,2017,10.4,71.0,6.0
3.0,2017,10.4,28.0,6.0
203.0,2017,9.1,107.0,8.0
203.0,2017,9.1,55.0,8.0
103.0,2009,11.4,122.8,20.5
103.0,2009,11.4,68.7,20.5
103.0,2017,9.4,112.0,11.0
103.0,2017,9.4,49.0,11.0
308.0,2009,10.4,24.5,5.4
308.0,2009,10.4,9.2,5.4
208.0,2012,11.3,70.9,11.1
208.0,2012,11.3,35.1,11.1
501.0,2017,8.6,44.0,10.0
501.0,2017,8.6,58.0,10.0
101.0,2009,11.5,60.7,18.6
101.0,2009,11.5,25.4,18.6
102.0,2017,9.3,81.0,10.0
102.0,2017,9.3,36.0,10.0
202.0,2009,10.7,89.1,13.1
202.0,2009,10.7,40.7,13.1
102.0,2009,10.2,73.4,18.6
102.0,2009,10.2,37.6,18.6
205.0,2009,11.4,51.3,12.5
205.0,2009,11.4,35.0,12.5
205.0,2012,12.5,28.0,9.4
205.0,2012,12.5,45.5,9.4
302.0,2017,9.9,138.0,8.0
302.0,2017,9.9,75.0,8.0
306.0,2017,11.3,50.0,4.0
306.0,2017,11.3,18.0,4.0
407.0,2017,8.9,16.0,5.0
407.0,2017,8.9,38.0,5.0
307.0,2009,10.7,69.7,8.6
307.0,2009,10.7,20.7,8.6
308.0,2009,10.0,24.5,5.4
308.0,2009,10.0,9.2,5.4
105.0,2009,12.2,200.2,25.1
105.0,2009,12.2,131.3,25.1
306.0,2012,9.4,28.5,9.4
306.0,2012,9.4,75.6,9.4
306.0,2017,8.4,50.0,4.0
306.0,2017,8.4,18.0,4.0
305.0,2017,10.4,6.0,5.0
305.0,2017,10.4,16.0,5.0
301.0,2017,9.1,62.0,6.0
301.0,2017,9.1,23.0,6.0
501.0,2012,8.1,85.9,14.0
501.0,2012,8.1,54.0,14.0
501.0,2017,8.4,44.0,10.0
501.0,2017,8.4,58.0,10.0
207.0,2015,9.3,41.9,9.7
207.0,2015,9.3,84.2,9.7
404.0,2009,10.8,22.1,10.2
404.0,2009,10.8,6.7,10.2
304.0,2015,9.6,23.2,8.5
304.0,2015,9.6,51.9,8.5
204.0,2009,11.2,85.0,13.9
204.0,2009,11.2,153.2,13.9
204.0,2015,8.8,71.4,13.2
204.0,2015,8.8,118.4,13.2
310.0,2012,10.1,52.3,6.1
310.0,2012,10.1,24.1,6.1
101.0,2017,7.4,48.0,9.0
101.0,2017,7.4,16.0,9.0
301.0,2017,7.8,62.0,6.0
301.0,2017,7.8,23.0,6.0
210.0,2009,9.8,35.1,15.4
210.0,2009,9.8,19.8,15.4
211.0,2009,11.3,184.6,18.2
211.0,2009,11.3,106.8,18.2
5.0,2017,8.1,19.0,10.0
5.0,2017,8.1,30.0,10.0
104.0,2009,10.1,121.9,19.7
104.0,2009,10.1,57.5,19.7
105.0,2009,11.3,200.2,25.1
105.0,2009,11.3,131.3,25.1
103.0,2012,11.3,191.4,17.1
103.0,2012,11.3,77.6,17.1
203.0,2012,10.4,164.8,14.1
203.0,2012,10.4,91.2,14.1
203.0,2015,9.5,124.6,12.4
203.0,2015,9.5,68.1,12.4
303.0,2015,10.2,215.5,20.3
303.0,2015,10.2,111.6,20.3
103.0,2015,9.7,153.6,19.4
103.0,2015,9.7,64.1,19.4
105.0,2009,11.0,200.2,25.1
105.0,2009,11.0,131.3,25.1
105.0,2012,12.1,214.1,20.8
105.0,2012,12.1,118.1,20.8
203.0,2015,7.9,124.6,12.4
203.0,2015,7.9,68.1,12.4
205.0,2012,10.9,28.0,9.4
205.0,2012,10.9,45.5,9.4
101.0,2017,10.5,48.0,9.0
101.0,2017,10.5,16.0,9.0
210.0,2015,7.0,31.4,14.7
210.0,2015,7.0,18.2,14.7
210.0,2015,7.7,31.4,14.7
210.0,2015,7.7,18.2,14.7
402.0,2017,9.6,12.0,5.0
402.0,2017,9.6,51.0,5.0
406.0,2012,9.7,38.1,8.1
406.0,2012,9.7,16.7,8.1
202.0,2015,10.3,24.1,7.8
202.0,2015,10.3,46.4,7.8
205.0,2017,10.2,33.0,6.0
205.0,2017,10.2,18.0,6.0
205.0,2009,12.8,51.3,12.5
205.0,2009,12.8,35.0,12.5
309.0,2012,10.3,36.2,12.0
309.0,2012,10.3,114.8,12.0
309.0,2009,9.9,151.9,15.5
309.0,2009,9.9,45.5,15.5
309.0,2017,9.0,29.0,7.0
309.0,2017,9.0,90.0,7.0
409.0,2017,8.7,11.0,3.0
409.0,2017,8.7,35.0,3.0
104.0,2017,9.3,34.0,10.0
104.0,2017,9.3,80.0,10.0
207.0,2017,7.7,37.0,6.0
207.0,2017,7.7,75.0,6.0
207.0,2009,12.0,115.8,10.5
207.0,2009,12.0,57.9,10.5
304.0,2009,11.3,74.2,11.6
304.0,2009,11.3,25.5,11.6
104.0,2012,10.5,58.8,13.9
104.0,2012,10.5,133.9,13.9
204.0,2015,9.7,71.4,13.2
204.0,2015,9.7,118.4,13.2
103.0,2009,12.0,122.8,20.5
103.0,2009,12.0,68.7,20.5
103.0,2012,9.9,191.4,17.1
103.0,2012,9.9,77.6,17.1
1.0,2012,11.2,183.6,18.0
1.0,2012,11.2,183.6,11.7
1.0,2012,11.2,83.7,18.0
1.0,2012,11.2,83.7,11.7
1.0,2012,11.2,97.8,18.0
1.0,2012,11.2,97.8,11.7
1.0,2012,11.2,42.2,18.0
1.0,2012,11.2,42.2,11.7
2.0,2012,10.3,44.2,11.5
2.0,2012,10.3,81.8,11.5
1.0,2015,9.2,146.9,19.6
1.0,2015,9.2,146.9,11.8
1.0,2015,9.2,67.0,19.6
1.0,2015,9.2,67.0,11.8
1.0,2015,9.2,78.2,19.6
1.0,2015,9.2,78.2,11.8
1.0,2015,9.2,34.6,19.6
1.0,2015,9.2,34.6,11.8
106.0,2012,9.8,117.4,23.5
106.0,2012,9.8,232.5,23.5
106.0,2009,11.4,249.3,27.6
106.0,2009,11.4,130.1,27.6
309.0,2017,8.5,29.0,7.0
309.0,2017,8.5,90.0,7.0
309.0,2009,10.6,151.9,15.5
309.0,2009,10.6,45.5,15.5
204.0,2012,10.4,141.6,14.0
204.0,2012,10.4,84.9,14.0
310.0,2009,12.4,57.2,5.8
310.0,2009,12.4,25.7,5.8
310.0,2017,8.8,18.0,4.0
310.0,2017,8.8,33.0,4.0
201.0,2012,10.0,43.5,8.2
201.0,2012,10.0,26.9,8.2
207.0,2012,10.2,49.9,10.6
207.0,2012,10.2,102.4,10.6
207.0,2015,8.4,41.9,9.7
207.0,2015,8.4,84.2,9.7
204.0,2017,8.7,99.0,9.0
204.0,2017,8.7,58.0,9.0
301.0,2012,10.6,111.6,10.5
301.0,2012,10.6,40.4,10.5
201.0,2015,9.5,27.4,6.6
201.0,2015,9.5,19.9,6.6
202.0,2015,9.8,24.1,7.8
202.0,2015,9.8,46.4,7.8
301.0,2015,8.5,81.6,10.3
301.0,2015,8.5,32.9,10.3
206.0,2015,8.4,9.3,8.8
206.0,2015,8.4,15.8,8.8
408.0,2012,10.0,91.4,9.8
408.0,2012,10.0,39.6,9.8
4.0,2015,7.2,47.3,9.6
4.0,2015,7.2,17.9,9.6
4.0,2017,8.8,14.0,5.0
4.0,2017,8.8,40.0,5.0
401.0,2009,9.3,28.1,12.3
401.0,2009,9.3,79.4,12.3
201.0,2017,10.5,14.0,4.0
201.0,2017,10.5,21.0,4.0
301.0,2009,10.4,138.5,12.5
301.0,2009,10.4,44.5,12.5
301.0,2017,10.9,62.0,6.0
301.0,2017,10.9,23.0,6.0
309.0,2009,10.4,151.9,15.5
309.0,2009,10.4,45.5,15.5
406.0,2009,10.1,47.7,9.7
406.0,2009,10.1,17.2,9.7
406.0,2009,9.6,47.7,9.7
406.0,2009,9.6,17.2,9.7
406.0,2017,8.6,34.0,5.0
406.0,2017,8.6,10.0,5.0
207.0,2012,10.3,49.9,10.6
207.0,2012,10.3,102.4,10.6
101.0,2017,9.5,48.0,9.0
101.0,2017,9.5,16.0,9.0
209.0,2012,10.0,18.1,8.9
209.0,2012,10.0,10.4,8.9
206.0,2012,10.2,18.7,9.1
206.0,2012,10.2,11.2,9.1
208.0,2012,10.0,70.9,11.1
208.0,2012,10.0,35.1,11.1
304.0,2009,12.1,74.2,11.6
304.0,2009,12.1,25.5,11.6
404.0,2009,9.9,22.1,10.2
404.0,2009,9.9,6.7,10.2
305.0,2015,9.5,18.6,6.7
305.0,2015,9.5,6.6,6.7
406.0,2015,8.2,36.2,8.5
406.0,2015,8.2,12.7,8.5
302.0,2015,9.4,193.1,14.9
302.0,2015,9.4,95.1,14.9
209.0,2015,9.8,16.8,8.9
209.0,2015,9.8,8.5,8.9
310.0,2009,9.4,57.2,5.8
310.0,2009,9.4,25.7,5.8
303.0,2009,11.0,299.4,29.2
303.0,2009,11.0,147.1,29.2
305.0,2017,8.9,6.0,5.0
305.0,2017,8.9,16.0,5.0
403.0,2012,8.4,29.3,8.9
403.0,2012,8.4,9.6,8.9
405.0,2017,7.3,9.0,5.0
405.0,2017,7.3,24.0,5.0
103.0,2012,9.1,191.4,17.1
103.0,2012,9.1,77.6,17.1
403.0,2017,7.3,6.0,5.0
403.0,2017,7.3,25.0,5.0
205.0,2012,9.1,28.0,9.4
205.0,2012,9.1,45.5,9.4
205.0,2009,11.5,51.3,12.5
205.0,2009,11.5,35.0,12.5
104.0,2017,11.0,34.0,10.0
104.0,2017,11.0,80.0,10.0
206.0,2017,9.9,10.0,6.0
206.0,2017,9.9,14.0,6.0
208.0,2009,11.5,81.7,12.5
208.0,2009,11.5,40.9,12.5
201.0,2015,10.2,27.4,6.6
201.0,2015,10.2,19.9,6.6
204.0,2015,8.3,71.4,13.2
204.0,2015,8.3,118.4,13.2
103.0,2012,11.4,191.4,17.1
103.0,2012,11.4,77.6,17.1
303.0,2012,10.5,241.3,22.2
303.0,2012,10.5,129.6,22.2
102.0,2015,8.3,108.6,15.4
102.0,2015,8.3,48.4,15.4
302.0,2015,8.4,193.1,14.9
302.0,2015,8.4,95.1,14.9
201.0,2012,10.0,43.5,8.2
201.0,2012,10.0,26.9,8.2
201.0,2009,12.2,59.6,10.0
201.0,2009,12.2,28.2,10.0
102.0,2017,7.5,81.0,10.0
102.0,2017,7.5,36.0,10.0
101.0,2017,7.4,48.0,9.0
101.0,2017,7.4,16.0,9.0
102.0,2015,9.1,108.6,15.4
102.0,2015,9.1,48.4,15.4
202.0,2015,9.9,24.1,7.8
202.0,2015,9.9,46.4,7.8
202.0,2015,10.3,24.1,7.8
202.0,2015,10.3,46.4,7.8
301.0,2012,12.1,111.6,10.5
301.0,2012,12.1,40.4,10.5
102.0,2015,9.7,108.6,15.4
102.0,2015,9.7,48.4,15.4
201.0,2009,10.6,59.6,10.0
201.0,2009,10.6,28.2,10.0
201.0,2012,11.6,43.5,8.2
201.0,2012,11.6,26.9,8.2
302.0,2015,10.0,193.1,14.9
302.0,2015,10.0,95.1,14.9
201.0,2012,11.7,43.5,8.2
201.0,2012,11.7,26.9,8.2
401.0,2012,10.8,25.1,9.8
401.0,2012,10.8,48.8,9.8
202.0,2015,10.6,24.1,7.8
202.0,2015,10.6,46.4,7.8
301.0,2012,11.7,111.6,10.5
301.0,2012,11.7,40.4,10.5
106.0,2015,9.6,98.1,25.8
106.0,2015,9.6,188.6,25.8
401.0,2009,10.8,28.1,12.3
401.0,2009,10.8,79.4,12.3
401.0,2012,8.9,25.1,9.8
401.0,2012,8.9,48.8,9.8
201.0,2017,8.5,14.0,4.0
201.0,2017,8.5,21.0,4.0
306.0,2015,10.3,53.6,6.9
306.0,2015,10.3,20.4,6.9
203.0,2015,8.9,124.6,12.4
203.0,2015,8.9,68.1,12.4
303.0,2015,9.5,215.5,20.3
303.0,2015,9.5,111.6,20.3
103.0,2015,9.1,153.6,19.4
103.0,2015,9.1,64.1,19.4
301.0,2009,12.3,138.5,12.5
301.0,2009,12.3,44.5,12.5
301.0,2012,10.1,111.6,10.5
301.0,2012,10.1,40.4,10.5
101.0,2009,13.2,60.7,18.6
101.0,2009,13.2,25.4,18.6
101.0,2012,11.1,82.3,13.8
101.0,2012,11.1,27.1,13.8
101.0,2017,9.0,48.0,9.0
101.0,2017,9.0,16.0,9.0
301.0,2015,9.6,81.6,10.3
301.0,2015,9.6,32.9,10.3
101.0,2009,12.3,60.7,18.6
101.0,2009,12.3,25.4,18.6
402.0,2017,10.7,12.0,5.0
402.0,2017,10.7,51.0,5.0
208.0,2009,10.1,81.7,12.5
208.0,2009,10.1,40.9,12.5
202.0,2015,8.9,24.1,7.8
202.0,2015,8.9,46.4,7.8
107.0,2017,8.8,147.0,15.0
107.0,2017,8.8,83.0,15.0
2.0,2017,8.5,54.0,7.0
2.0,2017,8.5,30.0,7.0
207.0,2015,7.6,41.9,9.7
207.0,2015,7.6,84.2,9.7
1.0,2012,10.5,183.6,18.0
1.0,2012,10.5,183.6,11.7
1.0,2012,10.5,83.7,18.0
1.0,2012,10.5,83.7,11.7
1.0,2012,10.5,97.8,18.0
1.0,2012,10.5,97.8,11.7
1.0,2012,10.5,42.2,18.0
1.0,2012,10.5,42.2,11.7
308.0,2012,12.1,7.2,5.3
308.0,2012,12.1,18.1,5.3
310.0,2009,10.8,57.2,5.8
310.0,2009,10.8,25.7,5.8
310.0,2012,8.4,52.3,6.1
310.0,2012,8.4,24.1,6.1
310.0,2015,7.4,35.4,6.6
310.0,2015,7.4,19.2,6.6
310.0,2009,9.8,57.2,5.8
310.0,2009,9.8,25.7,5.8
205.0,2012,10.9,28.0,9.4
205.0,2012,10.9,45.5,9.4
207.0,2017,9.6,37.0,6.0
207.0,2017,9.6,75.0,6.0
407.0,2009,9.4,80.0,10.5
407.0,2009,9.4,29.8,10.5
107.0,2015,10.4,104.6,26.5
107.0,2015,10.4,194.7,26.5
308.0,2012,12.6,7.2,5.3
308.0,2012,12.6,18.1,5.3
2.0,2009,9.7,93.1,13.3
2.0,2009,9.7,48.5,13.3
304.0,2015,8.1,23.2,8.5
304.0,2015,8.1,51.9,8.5
303.0,2017,9.3,90.0,10.0
303.0,2017,9.3,160.0,10.0
308.0,2017,10.7,14.0,3.0
308.0,2017,10.7,6.0,3.0
207.0,2009,10.3,115.8,10.5
207.0,2009,10.3,57.9,10.5
207.0,2017,8.9,37.0,6.0
207.0,2017,8.9,75.0,6.0
202.0,2015,9.9,24.1,7.8
202.0,2015,9.9,46.4,7.8
104.0,2017,9.3,34.0,10.0
104.0,2017,9.3,80.0,10.0
401.0,2012,10.5,25.1,9.8
401.0,2012,10.5,48.8,9.8
301.0,2012,11.8,111.6,10.5
301.0,2012,11.8,40.4,10.5
302.0,2015,8.8,193.1,14.9
302.0,2015,8.8,95.1,14.9
204.0,2012,10.3,141.6,14.0
204.0,2012,10.3,84.9,14.0
204.0,2017,8.2,99.0,9.0
204.0,2017,8.2,58.0,9.0
208.0,2009,10.4,81.7,12.5
208.0,2009,10.4,40.9,12.5
208.0,2012,8.9,70.9,11.1
208.0,2012,8.9,35.1,11.1
306.0,2012,11.1,28.5,9.4
306.0,2012,11.1,75.6,9.4
208.0,2017,9.5,55.0,8.0
208.0,2017,9.5,27.0,8.0
408.0,2009,9.7,115.8,12.7
408.0,2009,9.7,41.6,12.7
408.0,2017,8.6,59.0,6.0
408.0,2017,8.6,23.0,6.0
406.0,2017,8.8,34.0,5.0
406.0,2017,8.8,10.0,5.0
106.0,2015,11.2,98.1,25.8
106.0,2015,11.2,188.6,25.8
306.0,2015,9.9,53.6,6.9
306.0,2015,9.9,20.4,6.9
308.0,2015,8.9,14.2,4.7
308.0,2015,8.9,6.5,4.7
106.0,2015,10.2,98.1,25.8
106.0,2015,10.2,188.6,25.8
303.0,2015,8.2,215.5,20.3
303.0,2015,8.2,111.6,20.3
103.0,2015,7.6,153.6,19.4
103.0,2015,7.6,64.1,19.4
105.0,2015,8.2,87.1,21.4
105.0,2015,8.2,167.2,21.4
305.0,2015,7.7,18.6,6.7
305.0,2015,7.7,6.6,6.7
305.0,2017,9.0,6.0,5.0
305.0,2017,9.0,16.0,5.0
405.0,2009,9.8,14.9,12.4
405.0,2009,9.8,51.1,12.4
302.0,2012,10.9,253.1,16.5
302.0,2012,10.9,116.4,16.5
201.0,2015,9.5,27.4,6.6
201.0,2015,9.5,19.9,6.6
211.0,2012,10.9,97.2,15.9
211.0,2012,10.9,165.3,15.9
107.0,2015,9.8,104.6,26.5
107.0,2015,9.8,194.7,26.5
107.0,2015,8.5,104.6,26.5
107.0,2015,8.5,194.7,26.5
205.0,2015,10.0,34.4,7.4
205.0,2015,10.0,18.6,7.4
209.0,2015,7.6,16.8,8.9
209.0,2015,7.6,8.5,8.9
208.0,2009,9.5,81.7,12.5
208.0,2009,9.5,40.9,12.5
1.0,2009,11.0,67.0,20.6
1.0,2009,11.0,67.0,14.1
1.0,2009,11.0,128.2,20.6
1.0,2009,11.0,128.2,14.1
1.0,2009,11.0,106.8,20.6
1.0,2009,11.0,106.8,14.1
1.0,2009,11.0,45.1,20.6
1.0,2009,11.0,45.1,14.1
1.0,2017,9.6,52.0,12.0
1.0,2017,9.6,52.0,7.0
1.0,2017,9.6,108.0,12.0
1.0,2017,9.6,108.0,7.0
1.0,2017,9.6,62.0,12.0
1.0,2017,9.6,62.0,7.0
1.0,2017,9.6,28.0,12.0
1.0,2017,9.6,28.0,7.0
2.0,2017,9.1,54.0,7.0
2.0,2017,9.1,30.0,7.0
204.0,2015,10.4,71.4,13.2
204.0,2015,10.4,118.4,13.2
206.0,2012,10.1,18.7,9.1
206.0,2012,10.1,11.2,9.1
206.0,2009,9.6,19.5,11.8
206.0,2009,9.6,13.2,11.8
307.0,2009,14.3,69.7,8.6
307.0,2009,14.3,20.7,8.6
2.0,2009,10.0,93.1,13.3
2.0,2009,10.0,48.5,13.3
