GeoID,Year,PM2.5,AsthmaRate,RespiratoryRate
409.0,2015,7.3,17.9,8.2
502.0,2015,6.8,49.5,17.6
502.0,2015,6.8,32.0,17.6
210.0,2017,8.2,30.0,10.0
210.0,2017,8.2,18.0,10.0
402.0,2012,10.8,49.0,7.5
402.0,2012,10.8,13.6,7.5
3.0,2012,12.8,116.7,10.9
3.0,2012,12.8,40.8,10.9
401.0,2015,9.0,46.1,9.3
401.0,2015,9.0,21.8,9.3
502.0,2015,7.8,49.5,17.6
502.0,2015,7.8,32.0,17.6
101.0,2015,10.6,25.8,14.8
101.0,2015,10.6,65.8,14.8
402.0,2009,10.6,15.6,9.6
402.0,2009,10.6,75.2,9.6
301.0,2009,10.7,138.5,12.5
301.0,2009,10.7,44.5,12.5
101.0,2015,11.0,25.8,14.8
101.0,2015,11.0,65.8,14.8
102.0,2009,11.6,73.4,18.6
102.0,2009,11.6,37.6,18.6
5.0,2015,8.7,33.1,15.0
5.0,2015,8.7,20.8,15.0
207.0,2015,9.3,41.9,9.7
207.0,2015,9.3,84.2,9.7
104.0,2015,8.9,105.2,15.9
104.0,2015,8.9,44.6,15.9
503.0,2012,10.0,26.7,13.5
503.0,2012,10.0,15.9,13.5
205.0,2009,10.2,51.3,12.5
205.0,2009,10.2,35.0,12.5
205.0,2015,10.0,34.4,7.4
205.0,2015,10.0,18.6,7.4
408.0,2012,9.9,91.4,9.8
408.0,2012,9.9,39.6,9.8
104.0,2012,13.3,58.8,13.9
104.0,2012,13.3,133.9,13.9
104.0,2009,12.0,121.9,19.7
104.0,2009,12.0,57.5,19.7
203.0,2015,10.0,124.6,12.4
203.0,2015,10.0,68.1,12.4
303.0,2015,9.5,215.5,20.3
303.0,2015,9.5,111.6,20.3
102.0,2012,10.2,57.7,14.2
102.0,2012,10.2,139.9,14.2
207.0,2015,8.4,41.9,9.7
207.0,2015,8.4,84.2,9.7
305.0,2012,10.4,24.4,8.4
305.0,2012,10.4,8.0,8.4
102.0,2012,10.6,57.7,14.2
102.0,2012,10.6,139.9,14.2
410.0,2012,9.6,57.9,10.2
410.0,2012,9.6,42.3,10.2
410.0,2009,9.0,47.8,18.8
410.0,2009,9.0,111.8,18.8
301.0,2012,11.7,111.6,10.5
301.0,2012,11.7,40.4,10.5
101.0,2015,9.6,25.8,14.8
101.0,2015,9.6,65.8,14.8
210.0,2015,9.0,31.4,14.7
210.0,2015,9.0,18.2,14.7
410.0,2015,7.9,39.0,16.9
410.0,2015,7.9,55.0,16.9
310.0,2015,8.4,35.4,6.6
310.0,2015,8.4,19.2,6.6
501.0,2015,8.3,45.6,17.4
501.0,2015,8.3,66.9,17.4
101.0,2015,9.2,25.8,14.8
101.0,2015,9.2,65.8,14.8
4.0,2012,9.9,53.2,8.7
4.0,2012,9.9,20.6,8.7
4.0,2009,9.2,74.8,11.4
4.0,2009,9.2,23.1,11.4
4.0,2015,8.4,47.3,9.6
4.0,2015,8.4,17.9,9.6
503.0,2012,9.8,26.7,13.5
503.0,2012,9.8,15.9,13.5
302.0,2009,10.6,291.1,18.8
302.0,2009,10.6,137.0,18.8
402.0,2009,9.9,15.6,9.6
402.0,2009,9.9,75.2,9.6
407.0,2009,10.1,80.0,10.5
407.0,2009,10.1,29.8,10.5
208.0,2012,8.2,70.9,11.1
208.0,2012,8.2,35.1,11.1
1.0,2015,7.8,146.9,19.6
1.0,2015,7.8,146.9,11.8
1.0,2015,7.8,67.0,19.6
1.0,2015,7.8,67.0,11.8
1.0,2015,7.8,78.2,19.6
1.0,2015,7.8,78.2,11.8
1.0,2015,7.8,34.6,19.6
1.0,2015,7.8,34.6,11.8
503.0,2017,6.6,15.0,10.0
503.0,2017,6.6,13.0,10.0
204.0,2009,11.6,85.0,13.9
204.0,2009,11.6,153.2,13.9
204.0,2017,8.3,99.0,9.0
204.0,2017,8.3,58.0,9.0
107.0,2012,9.6,233.2,25.5
107.0,2012,9.6,130.6,25.5
107.0,2017,8.3,147.0,15.0
107.0,2017,8.3,83.0,15.0
1.0,2012,9.1,183.6,18.0
1.0,2012,9.1,183.6,11.7
1.0,2012,9.1,83.7,18.0
1.0,2012,9.1,83.7,11.7
1.0,2012,9.1,97.8,18.0
1.0,2012,9.1,97.8,11.7
1.0,2012,9.1,42.2,18.0
1.0,2012,9.1,42.2,11.7
303.0,2015,8.2,215.5,20.3
303.0,2015,8.2,111.6,20.3
205.0,2015,9.5,34.4,7.4
205.0,2015,9.5,18.6,7.4
204.0,2009,12.5,85.0,13.9
204.0,2009,12.5,153.2,13.9
204.0,2017,10.2,99.0,9.0
204.0,2017,10.2,58.0,9.0
205.0,2015,10.5,34.4,7.4
205.0,2015,10.5,18.6,7.4
205.0,2015,9.9,34.4,7.4
205.0,2015,9.9,18.6,7.4
102.0,2015,9.1,108.6,15.4
102.0,2015,9.1,48.4,15.4
207.0,2015,7.6,41.9,9.7
207.0,2015,7.6,84.2,9.7
209.0,2015,7.1,16.8,8.9
209.0,2015,7.1,8.5,8.9
405.0,2012,10.1,43.6,10.7
405.0,2012,10.1,14.5,10.7
405.0,2009,9.5,14.9,12.4
405.0,2009,9.5,51.1,12.4
305.0,2015,10.9,18.6,6.7
305.0,2015,10.9,6.6,6.7
501.0,2012,9.9,85.9,14.0
501.0,2012,9.9,54.0,14.0
211.0,2012,10.2,97.2,15.9
211.0,2012,10.2,165.3,15.9
402.0,2015,9.2,60.2,8.6
402.0,2015,9.2,14.7,8.6
211.0,2015,8.9,107.9,11.0
211.0,2015,8.9,67.3,11.0
211.0,2009,9.7,184.6,18.2
211.0,2009,9.7,106.8,18.2
211.0,2012,10.6,97.2,15.9
211.0,2012,10.6,165.3,15.9
406.0,2015,9.1,36.2,8.5
406.0,2015,9.1,12.7,8.5
502.0,2012,9.6,66.1,16.2
502.0,2012,9.6,39.6,16.2
503.0,2009,9.0,32.8,13.5
503.0,2009,9.0,16.0,13.5
503.0,2015,8.9,18.8,14.1
503.0,2015,8.9,12.9,14.1
203.0,2009,10.3,178.4,16.3
203.0,2009,10.3,95.4,16.3
5.0,2009,8.8,28.1,14.2
5.0,2009,8.8,50.5,14.2
504.0,2015,8.4,9.2,12.9
504.0,2015,8.4,13.7,12.9
310.0,2009,12.2,57.2,5.8
310.0,2009,12.2,25.7,5.8
310.0,2015,11.0,35.4,6.6
310.0,2015,11.0,19.2,6.6
410.0,2012,9.2,57.9,10.2
410.0,2012,9.2,42.3,10.2
309.0,2017,10.2,29.0,7.0
309.0,2017,10.2,90.0,7.0
310.0,2017,10.5,18.0,4.0
310.0,2017,10.5,33.0,4.0
206.0,2017,8.8,10.0,6.0
206.0,2017,8.8,14.0,6.0
101.0,2009,10.1,60.7,18.6
101.0,2009,10.1,25.4,18.6
410.0,2009,8.0,47.8,18.8
410.0,2009,8.0,111.8,18.8
3.0,2017,9.6,71.0,6.0
3.0,2017,9.6,28.0,6.0
208.0,2015,8.1,31.4,11.9
208.0,2015,8.1,61.4,11.9
503.0,2009,9.3,32.8,13.5
503.0,2009,9.3,16.0,13.5
405.0,2009,9.7,14.9,12.4
405.0,2009,9.7,51.1,12.4
410.0,2015,8.8,39.0,16.9
410.0,2015,8.8,55.0,16.9
406.0,2009,9.3,47.7,9.7
406.0,2009,9.3,17.2,9.7
407.0,2009,9.7,80.0,10.5
407.0,2009,9.7,29.8,10.5
302.0,2017,8.4,138.0,8.0
302.0,2017,8.4,75.0,8.0
309.0,2015,10.1,31.6,10.7
309.0,2015,10.1,102.2,10.7
310.0,2015,10.5,35.4,6.6
310.0,2015,10.5,19.2,6.6
403.0,2015,7.2,29.4,10.2
403.0,2015,7.2,7.9,10.2
203.0,2015,7.9,124.6,12.4
203.0,2015,7.9,68.1,12.4
501.0,2009,8.9,64.5,16.6
501.0,2009,8.9,92.0,16.6
201.0,2012,12.3,43.5,8.2
201.0,2012,12.3,26.9,8.2
201.0,2009,10.9,59.6,10.0
201.0,2009,10.9,28.2,10.0
504.0,2012,9.6,19.6,11.8
504.0,2012,9.6,12.3,11.8
204.0,2009,9.4,85.0,13.9
204.0,2009,9.4,153.2,13.9
504.0,2017,7.9,7.0,10.0
504.0,2017,7.9,11.0,10.0
101.0,2017,8.0,48.0,9.0
101.0,2017,8.0,16.0,9.0
301.0,2017,8.3,62.0,6.0
301.0,2017,8.3,23.0,6.0
404.0,2009,9.1,22.1,10.2
404.0,2009,9.1,6.7,10.2
404.0,2017,8.7,10.0,2.0
404.0,2017,8.7,2.0,2.0
207.0,2015,9.9,41.9,9.7
207.0,2015,9.9,84.2,9.7
307.0,2017,9.9,35.0,5.0
307.0,2017,9.9,12.0,5.0
102.0,2009,9.7,73.4,18.6
102.0,2009,9.7,37.6,18.6
101.0,2012,8.9,82.3,13.8
101.0,2012,8.9,27.1,13.8
302.0,2012,9.7,253.1,16.5
302.0,2012,9.7,116.4,16.5
201.0,2015,10.6,27.4,6.6
201.0,2015,10.6,19.9,6.6
202.0,2017,10.4,43.0,6.0
202.0,2017,10.4,23.0,6.0
406.0,2009,10.1,47.7,9.7
406.0,2009,10.1,17.2,9.7
308.0,2017,9.2,14.0,3.0
308.0,2017,9.2,6.0,3.0
310.0,2015,9.2,35.4,6.6
310.0,2015,9.2,19.2,6.6
402.0,2015,11.0,60.2,8.6
402.0,2015,11.0,14.7,8.6
502.0,2009,8.6,42.9,17.3
502.0,2009,8.6,76.1,17.3
502.0,2009,8.8,42.9,17.3
502.0,2009,8.8,76.1,17.3
410.0,2017,7.7,33.0,10.0
410.0,2017,7.7,46.0,10.0
210.0,2015,6.8,31.4,14.7
210.0,2015,6.8,18.2,14.7
209.0,2009,10.6,20.7,10.4
209.0,2009,10.6,11.3,10.4
209.0,2017,9.4,14.0,6.0
209.0,2017,9.4,8.0,6.0
406.0,2009,9.8,47.7,9.7
406.0,2009,9.8,17.2,9.7
306.0,2012,11.1,28.5,9.4
306.0,2012,11.1,75.6,9.4
206.0,2009,10.7,19.5,11.8
206.0,2009,10.7,13.2,11.8
208.0,2015,9.6,31.4,11.9
208.0,2015,9.6,61.4,11.9
408.0,2015,9.1,69.6,10.5
408.0,2015,9.1,29.7,10.5
104.0,2009,11.7,121.9,19.7
104.0,2009,11.7,57.5,19.7
107.0,2017,10.2,147.0,15.0
107.0,2017,10.2,83.0,15.0
403.0,2015,7.3,29.4,10.2
403.0,2015,7.3,7.9,10.2
402.0,2017,7.9,12.0,5.0
402.0,2017,7.9,51.0,5.0
102.0,2012,8.7,57.7,14.2
102.0,2012,8.7,139.9,14.2
102.0,2009,10.3,73.4,18.6
102.0,2009,10.3,37.6,18.6
405.0,2017,7.3,9.0,5.0
405.0,2017,7.3,24.0,5.0
302.0,2009,11.5,291.1,18.8
302.0,2009,11.5,137.0,18.8
402.0,2017,9.6,12.0,5.0
402.0,2017,9.6,51.0,5.0
407.0,2017,8.4,16.0,5.0
407.0,2017,8.4,38.0,5.0
107.0,2012,9.5,233.2,25.5
107.0,2012,9.5,130.6,25.5
305.0,2009,10.2,35.5,9.2
305.0,2009,10.2,9.4,9.2
405.0,2015,9.7,32.2,10.0
405.0,2015,9.7,12.8,10.0
105.0,2009,15.8,200.2,25.1
105.0,2009,15.8,131.3,25.1
105.0,2017,11.9,119.0,13.0
105.0,2017,11.9,67.0,13.0
405.0,2017,8.9,9.0,5.0
405.0,2017,8.9,24.0,5.0
201.0,2017,10.8,14.0,4.0
201.0,2017,10.8,21.0,4.0
407.0,2015,8.9,43.0,9.0
407.0,2015,8.9,18.6,9.0
208.0,2012,9.8,70.9,11.1
208.0,2012,9.8,35.1,11.1
107.0,2012,9.8,233.2,25.5
107.0,2012,9.8,130.6,25.5
107.0,2009,10.5,138.1,30.2
107.0,2009,10.5,251.3,30.2
1.0,2009,10.1,67.0,20.6
1.0,2009,10.1,67.0,14.1
1.0,2009,10.1,128.2,20.6
1.0,2009,10.1,128.2,14.1
1.0,2009,10.1,106.8,20.6
1.0,2009,10.1,106.8,14.1
1.0,2009,10.1,45.1,20.6
1.0,2009,10.1,45.1,14.1
1.0,2015,9.9,146.9,19.6
1.0,2015,9.9,146.9,11.8
1.0,2015,9.9,67.0,19.6
1.0,2015,9.9,67.0,11.8
1.0,2015,9.9,78.2,19.6
1.0,2015,9.9,78.2,11.8
1.0,2015,9.9,34.6,19.6
1.0,2015,9.9,34.6,11.8
204.0,2012,11.1,141.6,14.0
204.0,2012,11.1,84.9,14.0
106.0,2009,13.0,249.3,27.6
106.0,2009,13.0,130.1,27.6
306.0,2017,9.5,50.0,4.0
306.0,2017,9.5,18.0,4.0
208.0,2015,9.2,31.4,11.9
208.0,2015,9.2,61.4,11.9
408.0,2015,8.2,69.6,10.5
408.0,2015,8.2,29.7,10.5
406.0,2015,8.5,36.2,8.5
406.0,2015,8.5,12.7,8.5
402.0,2015,10.3,60.2,8.6
402.0,2015,10.3,14.7,8.6
503.0,2012,9.6,26.7,13.5
503.0,2012,9.6,15.9,13.5
403.0,2015,9.2,29.4,10.2
403.0,2015,9.2,7.9,10.2
408.0,2015,9.1,69.6,10.5
408.0,2015,9.1,29.7,10.5
2.0,2015,9.5,34.9,10.5
2.0,2015,9.5,62.5,10.5
403.0,2015,8.3,29.4,10.2
403.0,2015,8.3,7.9,10.2
103.0,2015,10.0,153.6,19.4
103.0,2015,10.0,64.1,19.4
204.0,2012,12.4,141.6,14.0
204.0,2012,12.4,84.9,14.0
103.0,2015,10.4,153.6,19.4
103.0,2015,10.4,64.1,19.4
404.0,2015,9.6,12.2,8.2
404.0,2015,9.6,4.9,8.2
402.0,2012,10.8,49.0,7.5
402.0,2012,10.8,13.6,7.5
401.0,2009,9.8,28.1,12.3
401.0,2009,9.8,79.4,12.3
4.0,2017,7.9,14.0,5.0
4.0,2017,7.9,40.0,5.0
408.0,2015,7.0,69.6,10.5
408.0,2015,7.0,29.7,10.5
209.0,2009,10.0,20.7,10.4
209.0,2009,10.0,11.3,10.4
101.0,2012,10.2,82.3,13.8
101.0,2012,10.2,27.1,13.8
405.0,2009,10.6,14.9,12.4
405.0,2009,10.6,51.1,12.4
106.0,2009,14.2,249.3,27.6
106.0,2009,14.2,130.1,27.6
406.0,2009,10.7,47.7,9.7
406.0,2009,10.7,17.2,9.7
406.0,2012,8.7,38.1,8.1
406.0,2012,8.7,16.7,8.1
5.0,2012,8.0,45.4,13.6
5.0,2012,8.0,26.2,13.6
501.0,2009,10.8,64.5,16.6
501.0,2009,10.8,92.0,16.6
301.0,2015,10.6,81.6,10.3
301.0,2015,10.6,32.9,10.3
409.0,2009,9.7,27.4,10.0
409.0,2009,9.7,70.5,10.0
206.0,2009,10.8,19.5,11.8
206.0,2009,10.8,13.2,11.8
206.0,2017,7.3,10.0,6.0
206.0,2017,7.3,14.0,6.0
407.0,2012,9.7,61.0,8.3
407.0,2012,9.7,23.6,8.3
407.0,2009,9.2,80.0,10.5
407.0,2009,9.2,29.8,10.5
307.0,2012,15.0,57.6,8.9
307.0,2012,15.0,24.0,8.9
307.0,2009,14.2,69.7,8.6
307.0,2009,14.2,20.7,8.6
308.0,2015,11.0,14.2,4.7
308.0,2015,11.0,6.5,4.7
207.0,2009,9.8,115.8,10.5
207.0,2009,9.8,57.9,10.5
208.0,2009,9.1,81.7,12.5
208.0,2009,9.1,40.9,12.5
208.0,2015,9.0,31.4,11.9
208.0,2015,9.0,61.4,11.9
408.0,2009,9.3,115.8,12.7
408.0,2009,9.3,41.6,12.7
308.0,2009,11.4,24.5,5.4
308.0,2009,11.4,9.2,5.4
408.0,2017,8.6,59.0,6.0
408.0,2017,8.6,23.0,6.0
407.0,2009,10.1,80.0,10.5
407.0,2009,10.1,29.8,10.5
102.0,2017,7.5,81.0,10.0
102.0,2017,7.5,36.0,10.0
406.0,2012,8.2,38.1,8.1
406.0,2012,8.2,16.7,8.1
406.0,2017,7.1,34.0,5.0
406.0,2017,7.1,10.0,5.0
309.0,2015,7.8,31.6,10.7
309.0,2015,7.8,102.2,10.7
307.0,2017,11.5,35.0,5.0
307.0,2017,11.5,12.0,5.0
407.0,2017,7.6,16.0,5.0
407.0,2017,7.6,38.0,5.0
407.0,2015,8.1,43.0,9.0
407.0,2015,8.1,18.6,9.0
308.0,2015,10.6,14.2,4.7
308.0,2015,10.6,6.5,4.7
203.0,2012,8.8,164.8,14.1
203.0,2012,8.8,91.2,14.1
405.0,2012,8.5,43.6,10.7
405.0,2012,8.5,14.5,10.7
308.0,2015,8.0,14.2,4.7
308.0,2015,8.0,6.5,4.7
206.0,2012,10.8,18.7,9.1
206.0,2012,10.8,11.2,9.1
308.0,2017,7.5,14.0,3.0
308.0,2017,7.5,6.0,3.0
206.0,2012,9.5,18.7,9.1
206.0,2012,9.5,11.2,9.1
408.0,2012,8.2,91.4,9.8
408.0,2012,8.2,39.6,9.8
204.0,2009,10.1,85.0,13.9
204.0,2009,10.1,153.2,13.9
504.0,2012,7.8,19.6,11.8
504.0,2012,7.8,12.3,11.8
405.0,2015,7.6,32.2,10.0
405.0,2015,7.6,12.8,10.0
305.0,2015,9.1,18.6,6.7
305.0,2015,9.1,6.6,6.7
302.0,2012,10.9,253.1,16.5
302.0,2012,10.9,116.4,16.5
304.0,2009,10.0,74.2,11.6
304.0,2009,10.0,25.5,11.6
304.0,2009,9.8,74.2,11.6
304.0,2009,9.8,25.5,11.6
304.0,2012,10.4,63.9,10.2
304.0,2012,10.4,23.5,10.2
503.0,2009,8.8,32.8,13.5
503.0,2009,8.8,16.0,13.5
202.0,2015,8.9,24.1,7.8
202.0,2015,8.9,46.4,7.8
205.0,2015,8.3,34.4,7.4
205.0,2015,8.3,18.6,7.4
305.0,2012,8.7,24.4,8.4
305.0,2012,8.7,8.0,8.4
305.0,2017,7.5,6.0,5.0
305.0,2017,7.5,16.0,5.0
209.0,2012,10.4,18.1,8.9
209.0,2012,10.4,10.4,8.9
310.0,2012,12.3,52.3,6.1
310.0,2012,12.3,24.1,6.1
310.0,2015,9.5,35.4,6.6
310.0,2015,9.5,19.2,6.6
104.0,2015,8.9,105.2,15.9
104.0,2015,8.9,44.6,15.9
203.0,2015,8.8,124.6,12.4
203.0,2015,8.8,68.1,12.4
102.0,2015,10.2,108.6,15.4
102.0,2015,10.2,48.4,15.4
403.0,2015,7.7,29.4,10.2
403.0,2015,7.7,7.9,10.2
204.0,2009,9.8,85.0,13.9
204.0,2009,9.8,153.2,13.9
203.0,2015,9.5,124.6,12.4
203.0,2015,9.5,68.1,12.4
407.0,2015,7.7,43.0,9.0
407.0,2015,7.7,18.6,9.0
205.0,2009,10.2,51.3,12.5
205.0,2009,10.2,35.0,12.5
306.0,2015,9.9,53.6,6.9
306.0,2015,9.9,20.4,6.9
104.0,2015,10.2,105.2,15.9
104.0,2015,10.2,44.6,15.9
103.0,2017,9.4,112.0,11.0
103.0,2017,9.4,49.0,11.0
203.0,2015,9.3,124.6,12.4
203.0,2015,9.3,68.1,12.4
503.0,2015,7.3,18.8,14.1
503.0,2015,7.3,12.9,14.1
202.0,2015,9.0,24.1,7.8
202.0,2015,9.0,46.4,7.8
406.0,2012,9.9,38.1,8.1
406.0,2012,9.9,16.7,8.1
306.0,2015,10.7,53.6,6.9
306.0,2015,10.7,20.4,6.9
402.0,2015,8.6,60.2,8.6
402.0,2015,8.6,14.7,8.6
309.0,2015,8.6,31.6,10.7
309.0,2015,8.6,102.2,10.7
401.0,2015,9.1,46.1,9.3
401.0,2015,9.1,21.8,9.3
104.0,2015,9.7,105.2,15.9
104.0,2015,9.7,44.6,15.9
404.0,2015,9.1,12.2,8.2
404.0,2015,9.1,4.9,8.2
407.0,2012,9.9,61.0,8.3
407.0,2012,9.9,23.6,8.3
101.0,2012,11.3,82.3,13.8
101.0,2012,11.3,27.1,13.8
501.0,2009,9.0,64.5,16.6
501.0,2009,9.0,92.0,16.6
405.0,2015,9.3,32.2,10.0
405.0,2015,9.3,12.8,10.0
403.0,2015,9.3,29.4,10.2
403.0,2015,9.3,7.9,10.2
106.0,2012,14.0,117.4,23.5
106.0,2012,14.0,232.5,23.5
403.0,2015,8.5,29.4,10.2
403.0,2015,8.5,7.9,10.2
504.0,2015,7.3,9.2,12.9
504.0,2015,7.3,13.7,12.9
205.0,2012,10.8,28.0,9.4
205.0,2012,10.8,45.5,9.4
106.0,2009,11.0,249.3,27.6
106.0,2009,11.0,130.1,27.6
106.0,2015,10.3,98.1,25.8
106.0,2015,10.3,188.6,25.8
302.0,2012,11.2,253.1,16.5
302.0,2012,11.2,116.4,16.5
502.0,2012,9.8,66.1,16.2
502.0,2012,9.8,39.6,16.2
502.0,2009,8.8,42.9,17.3
502.0,2009,8.8,76.1,17.3
402.0,2012,11.7,49.0,7.5
402.0,2012,11.7,13.6,7.5
410.0,2015,7.2,39.0,16.9
410.0,2015,7.2,55.0,16.9
403.0,2009,9.3,38.0,11.3
403.0,2009,9.3,9.3,11.3
403.0,2012,9.9,29.3,8.9
403.0,2012,9.9,9.6,8.9
403.0,2012,10.1,29.3,8.9
403.0,2012,10.1,9.6,8.9
408.0,2015,9.1,69.6,10.5
408.0,2015,9.1,29.7,10.5
302.0,2009,10.6,291.1,18.8
302.0,2009,10.6,137.0,18.8
105.0,2012,16.1,214.1,20.8
105.0,2012,16.1,118.1,20.8
105.0,2009,15.5,200.2,25.1
105.0,2009,15.5,131.3,25.1
407.0,2012,9.7,61.0,8.3
407.0,2012,9.7,23.6,8.3
407.0,2009,9.2,80.0,10.5
407.0,2009,9.2,29.8,10.5
204.0,2017,7.5,99.0,9.0
204.0,2017,7.5,58.0,9.0
103.0,2012,9.1,191.4,17.1
103.0,2012,9.1,77.6,17.1
103.0,2009,10.6,122.8,20.5
103.0,2009,10.6,68.7,20.5
502.0,2015,8.7,49.5,17.6
502.0,2015,8.7,32.0,17.6
402.0,2009,9.9,15.6,9.6
402.0,2009,9.9,75.2,9.6
402.0,2015,10.0,60.2,8.6
402.0,2015,10.0,14.7,8.6
210.0,2012,8.1,29.4,13.7
210.0,2012,8.1,17.9,13.7
210.0,2009,10.4,35.1,15.4
210.0,2009,10.4,19.8,15.4
407.0,2012,8.1,61.0,8.3
407.0,2012,8.1,23.6,8.3
307.0,2012,13.2,57.6,8.9
307.0,2012,13.2,24.0,8.9
308.0,2009,12.9,24.5,5.4
308.0,2009,12.9,9.2,5.4
304.0,2012,8.8,63.9,10.2
304.0,2012,8.8,23.5,10.2
304.0,2017,7.7,40.0,5.0
304.0,2017,7.7,18.0,5.0
409.0,2012,9.6,53.8,6.9
409.0,2012,9.6,21.9,6.9
409.0,2012,7.9,53.8,6.9
409.0,2012,7.9,21.9,6.9
409.0,2009,9.7,27.4,10.0
409.0,2009,9.7,70.5,10.0
203.0,2012,10.4,164.8,14.1
203.0,2012,10.4,91.2,14.1
204.0,2017,9.1,99.0,9.0
204.0,2017,9.1,58.0,9.0
103.0,2009,11.4,122.8,20.5
103.0,2009,11.4,68.7,20.5
407.0,2012,9.9,61.0,8.3
407.0,2012,9.9,23.6,8.3
407.0,2015,7.0,43.0,9.0
407.0,2015,7.0,18.6,9.0
405.0,2015,8.9,32.2,10.0
405.0,2015,8.9,12.8,10.0
405.0,2012,10.2,43.6,10.7
405.0,2012,10.2,14.5,10.7
503.0,2015,7.1,18.8,14.1
503.0,2015,7.1,12.9,14.1
105.0,2012,11.0,214.1,20.8
105.0,2012,11.0,118.1,20.8
503.0,2012,8.2,26.7,13.5
503.0,2012,8.2,15.9,13.5
401.0,2015,10.5,46.1,9.3
401.0,2015,10.5,21.8,9.3
401.0,2015,8.7,46.1,9.3
401.0,2015,8.7,21.8,9.3
208.0,2015,7.1,31.4,11.9
208.0,2015,7.1,61.4,11.9
103.0,2015,7.6,153.6,19.4
103.0,2015,7.6,64.1,19.4
210.0,2009,9.1,35.1,15.4
210.0,2009,9.1,19.8,15.4
210.0,2015,7.0,31.4,14.7
210.0,2015,7.0,18.2,14.7
504.0,2012,9.8,19.6,11.8
504.0,2012,9.8,12.3,11.8
504.0,2015,6.6,9.2,12.9
